Course #	Section #	Course Name	Instructor id	days	beg_tm	end_tm	Number of Slots	Seating type	 Whiteboard	 Chalkboard	 Computer/Laptop	 Sound System	 CD Player	 DVD Player	 Video Projector	 Hearing Assisted System	 Visual Optimizer	 Laptop Connectivity	 Network Connections	 Overhead Projector	 Podium	 Projector Screen	 TV/Monitors	 Piano
ILCC363	1	CHINESE LITERATURE II	123456	-M-W-F-	1320	1430	30	group																
ILCF101	1	ELEM FRENCH I	123456	-M-W-F-	800	910	30	group																
ILCF101	2	ELEM FRENCH I	123456	-M-W-F-	920	1030	30	group																
ILCF102	1	ELEM FRENCH II	123456	-M-W-F-	1200	1310	30	group																
ILCF200	1	FRENCH CONVERSATION	123456	---W---	1640	1740	30	group																
ILCF201	1	INTERM FRENCH I	123456	-M-W-F-	920	1030	30	group																
ILCF202	1	INTERMED FRENCH II	123456	-M-W-F-	1040	1150	30	group																
ILCF206	1	INTRO LIT IN FRENCH	123456	-M-W-F-	1200	1310	30	group																
ILCF356	1	FRANCOPHONE CULTURE AND CIV	123456	-M-W---	1440	1630	30	group																
ILCG101	1	ELEM GERMAN I	123456	-M-W-F-	920	1030	30	group																
ILCG201	1	INTERMED GERMAN	123456	-M-W-F-	1320	1430	30	group																
ILCS101	1	ELEM SPANISH I	123456	-M-W-F-	1200	1310	30	group																
ILCS101	2	ELEM SPANISH I	123456	-M-W-F-	920	1030	30	group																
ILCS101	3	ELEM SPANISH I	123456	-M-W-F-	920	1030	30	group																
ILCS110	1	ACCELERATED ELEM SPANISH	123456	-M-W-F-	1320	1430	30	group																
ILCS110	2	ACCELERATED ELEM SPANISH	123456	-M-W-F-	1040	1150	30	group																
ILCS200	1	SPANISH CONVERSATION	123456	---W---	1640	1740	30	group																
ILCS201	1	INTERMED SPANISH I	123456	-M-W-F-	920	1030	30	group																
ILCS201	2	INTERMED SPANISH I	123456	-M-W-F-	1320	1430	30	group																
ILCS202	1	INTERMED SPANISH II	123456	-M-W-F-	1040	1150	30	group																
ILCS206	1	INTRO TO LIT SPANISH	123456	-M-W-F-	920	1030	30	group																
ILCS206	2	INTRO TO LIT SPANISH	123456	-M-W-F-	1040	1150	30	group																
ILCS361	1	INDIGENOUS CULTURES LATIN AMER	123456	-M-W-F-	920	1030	30	group																
ILCS362	1	AFRICAN DIASPORA CULTURAL	123456	-M-W-F-	1320	1430	30	group																
ILCS390	1	SPANISH IN THE COMMUNITY	123456	-M-W---	1800	1950	30	group																
ILCT106	1	INTRO TO WORLD LITERATURE	123456	-M-W-F-	1200	1310	30	group																
ILCT293	1	INTRO TO CULTURAL STUDIES	123456	-M-----	1440	1630	30	group																
ILCT306	1	ASIAN AMERICAN LITERATURE	123456	-M-W-F-	1200	1310	30	group																
ILCT306	2	ASIAN AMERICAN LITERATURE:Asian American Literature	123456	-M-W-F-	1200	1310	30	group																
ILCT350	1	HISTORY MEMORY & AUTOBIOGRAPHY	123456	-M-W-F-	1200	1310	30	group																
ILCT393	1	ST. MARY'S PROJECT WORKSHOP	123456	---W---	1440	1630	30	group																
MATH111	1	PRECALCULUS	123456	--T-R--	1800	1950	30	group																
MATH131	1	SURVEY OF MATHEMATICS:Games Puzzles and Politics	123456	--T-R--	1200	1350	30	group																
MATH131	2	SURVEY OF MATHEMATICS	123456	-M-W---	1800	1950	30	group																
MATH151	1	CALCULUS I	123456	-M-W-F-	920	1030	30	group																
MATH151	1	CALCULUS I	123456	--T----	1800	1950	30	group																
MATH151	2	CALCULUS I	123456	-M-----	1800	1950	30	group																
MATH151	2	CALCULUS I	123456	-M-W-F-	920	1030	30	group																
MATH151	3	CALCULUS I	123456	-M-----	1800	1950	30	group																
MATH151	3	CALCULUS I	123456	-M-W-F-	1040	1150	30	group																
MATH151	4	CALCULUS I	123456	-M-W-F-	1320	1430	30	group																
MATH151	4	CALCULUS I	123456	---W---	1800	1950	30	group																
MATH151	5	CALCULUS I	123456	-M-W-F-	1200	1310	30	group																
MATH151	5	CALCULUS I	123456	---W---	1800	1950	30	group																
MATH152	1	CALCULUS II	123456	--T----	1800	1950	30	group																
MATH152	1	CALCULUS II	123456	-M-W-F-	800	910	30	group																
MATH152	2	CALCULUS II	123456	-M-----	1800	1950	30	group																
MATH152	2	CALCULUS II	123456	-M-W-F-	1320	1430	30	group																
MATH161	1	MATH FOR TEACHERS I	123456	--T-R--	1800	1950	30	group																
MATH181	1	EMERGING SCHOLARS PROGRAM	123456	----R--	1800	1950	30	group																
MATH255	1	VECTOR CALCULUS	123456	--T-R--	1000	1150	30	group																
MATH255	2	VECTOR CALCULUS	123456	-M-W---	1440	1630	30	group																
MATH256	1	LINEAR ALGEBRA	123456	--T-R--	1400	1550	30	group																
MATH281	1	FOUNDATIONS OF MATHEMATICS	123456	-M-W-F-	1200	1310	30	group																
MATH321	1	ALGEBRA I	123456	-M-W---	1440	1630	30	group																
MATH351	1	ANALYSIS I	123456	-M-W-F-	920	1030	30	group																
MATH351	2	ANALYSIS I	123456	-M-W-F-	1320	1430	30	group																
MATH391	1	MATH PUTNAM TEAM SEMINAR	123456	----R--	900	950	30	group																
MATH411	1	PARTIAL DIFFERENTIAL EQUATIONS	123456	--T-R--	1400	1550	30	group																
MATH444	1	MATH MODELING	123456	--T-R--	1000	1150	30	group																
MATH485	1	TOPICS IN MATHEMATICS	123456	-M-W-F-	1320	1430	30	group																
MUSA173	1	BEGINNING PIANO I(CLASS)	123456	-M-W---	920	1030	30	group																
MUSA174	1	BEGINNING PIANO II (CLASS)	123456	-M-W---	1040	1150	30	group																
MUSA176	1	BEGINNING VOICE (CLASS)	123456	----R--	1200	1310	30	group																
MUSA180	1	CHOIR	123456	--T----	1830	2000	30	group																
MUSA182	1	CHAMBER SINGERS	123456	-M-W---	1640	1750	30	group																
MUSA184	1	JAZZ COMBO	123456	-M-----	2005	2105	30	group																
MUSA186	1	JAZZ ENSEMBLE	123456	-M-W---	1800	1950	30	group																
MUSA189	1	ORCHESTRA	123456	--T-R--	1600	1725	30	group																
MUSA273	1	INTERMEDIATE CLASS PIANO	123456	-------	0	0	30	group																
MUSA480	1	CHOIR	123456	--T----	1830	2000	30	group																
MUSA482	1	CHAMBER SINGERS	123456	-M-W---	1640	1750	30	group																
MUSA484	1	JAZZ COMBO	123456	-M-----	2005	2105	30	group																
MUSA486	1	JAZZ ENSEMBLE	123456	-M-W---	1800	1950	30	group																
MUSA489	1	ORCHESTRA	123456	--T-R--	1600	1725	30	group																
MUSC112	1	MUSIC AS COMMUNICATION	123456	--T-R--	1400	1550	30	group																
MUSC201	1	SIGHT SINGING & EARTRAINING I	123456	-M-W---	1320	1410	30	group																
MUSC203	1	MUSIC THEORY I	123456	-M-W-F-	1040	1150	30	group																
MUSC216	1	INTRO MUSICS OF THE WORLD	123456	--T-R--	1400	1550	30	group																
MUSC219	1	MUSIC: SOUNDING GENDER	123456	--T-R--	1000	1150	30	group																
MUSC303	1	MUSIC THEORY III	123456	--T-R--	1200	1350	30	group																
MUSC309	1	SIGHTSINGING & DICTATION III	123456	-M-W---	1220	1310	30	group																
MUSC319	1	MUSIC HISTORY SURVEY II	123456	-M-W---	1440	1630	30	group																
MUSC493	1	ST. MARY'S PROJECT-SEMINAR	123456	--T-R--	1400	1550	30	group																
MUST200	1	INTRO TO MUSEUM STUDIES	123456	-M-W---	1800	1950	30	group																
MUST390	1	TOPICS IN MUSEUM STUDIES	123456	--T-R--	1000	1150	30	group																
NEUR301	1	SEMINAR IN THE NEUROSCIENCES:Mechanisms of Long Term Memory	123456	---W---	1440	1630	30	group																
NEUR303	1	ADV SEMINAR IN NEUROSCIENCES	123456	---W---	1440	1630	30	group																
NEUR370	1	THE NEUROSCIENCE OF SEX GENDER	123456	--T-R--	1000	1150	30	group																
PHEC112	1	TENNIS I	123456	-M-W---	1320	1410	30	group																
PHEC118	1	SWIMMING FITNESS	123456	--T-R--	1000	1050	30	group																
PHEC120	1	LAWN SPORTS	123456	-M-W---	1040	1130	30	group																
PHEC125	1	SCUBA DIVING	123456	-M-----	1800	2200	30	group																
PHEC131	1	BASIC SAILING	123456	-M-W---	1040	1230	30	group																
PHEC131	2	BASIC SAILING	123456	-M-W---	1240	1430	30	group																
PHEC131	3	BASIC SAILING	123456	--T-R--	1000	1150	30	group																
PHEC131	4	BASIC SAILING	123456	--T-R--	1200	1350	30	group																
PHEC136	1	RECESS: GREATEST HITS	123456	--T-R--	1100	1150	30	group																
PHEC136	2	RECESS: GREATEST HITS	123456	-M-W---	1040	1150	30	group																
PHEC158	1	CORE STRENGTH	123456	--T-R--	1000	1050	30	group																
PHEC158	2	CORE STRENGTH	123456	--T-R--	1000	1050	30	group																
PHEC159	1	KICKBALL	123456	--T-R--	1100	1150	30	group																
PHEC161	1	STANDARD FIRST AID & CPR	123456	--T-R--	1000	1050	30	group																
PHEC164	1	Intro to Athletic Training	123456	-M-W---	920	1030	30	group																
PHEC167	1	SELF-DEFENSE AGNST SEX ASSAULT	123456	--T----	1600	1750	30	group																
PHEC167	2	SELF-DEFENSE AGNST SEX ASSAULT	123456	--T----	1800	1950	30	group																
PHEC181	1	INDOOR BASEBALL	123456	--T-R--	1000	1050	30	group																
PHEC181	2	INDOOR BASEBALL	123456	--T-R--	1000	1050	30	group																
PHEC191	1	COUCH TO 5K	123456	--T-R--	1100	1150	30	group																
PHEC232	1	ADVANCED SCUBA DIVING	123456	-M-----	1800	2200	30	group																
PHIL101	1	INTRO TO PHILOSOPHY	123456	--T-R--	1400	1550	30	group																
PHIL101	2	INTRO TO PHILOSOPHY	123456	--T-R--	1800	1950	30	group																
PHIL120	1	INTRO TO ETHICS	123456	-M-W-F-	1200	1310	30	group																
PHIL120	2	INTRO TO ETHICS	123456	-M-W-F-	1320	1430	30	group																
PHIL120	3	INTRO TO ETHICS	123456	-M-W---	1440	1630	30	group																
PHIL120	4	INTRO TO ETHICS	123456	-M-W---	1800	1950	30	group																
PHIL215	1	SYSTEMS OF LOGIC	123456	--T-R--	1000	1150	30	group																
PHIL280	1	"TOPICS IN PHILOSOPHY:""Liberty and Justice for All"""	123456	-M-W---	1440	1630	30	group																
PHIL297	1	DIRECTED RESEARCH	123456	-M-W-F-	800	910	30	group																
PHIL297	1	DIRECTED RESEARCH:Ethics Bowl Seminar	123456	-M-W-F-	800	910	30	group																
PHIL300	1	ANCIENT GREEK AND ROMAN PHILOSOP	123456	-M-W-F-	920	1030	30	group																
PHIL325	1	FEMINISM & PHILOSOPHY	123456	-M-W-F-	1320	1430	30	group																
PHIL352	1	SOUTH ASIAN PHIL & RELIGION	123456	--T-R--	1200	1350	30	group																
PHIL380	1	"TOPICS IN PHILOSOPHY:""Liberty and Justice For All"""	123456	-M-W---	1440	1630	30	group																
PHIL381	1	HAPPINESS AND MEANING	123456	-M-W-F-	1040	1150	30	group																
PHIL382	1	MEDITATION AND THE MIND	123456	--T-R--	1200	1350	30	group																
PHIL382	2	MEDITATION AND THE MIND	123456	--T-R--	1400	1550	30	group																
PHIL402	1	PHILOSOPHY OF RELIGION	123456	--T-R--	1800	1950	30	group																
PHYS121	1	COLLEGE PHYSICS I	123456	--T-R--	1000	1150	30	group																
PHYS121L	1	COLLEGE PHYSICS I LAB	123456	-M-----	1320	1610	30	group																
PHYS121L	2	COLLEGE PHYSICS I LAB	123456	--T----	1300	1550	30	group																
PHYS141	1	GENERAL PHYSICS I	123456	-M-W-F-	1040	1150	30	group																
PHYS141L	1	GENERAL PHYSICS LAB	123456	---W---	1320	1610	30	group																
PHYS141L	2	GENERAL PHYSICS LAB	123456	----R--	1300	1550	30	group																
PHYS149	1	CALCULUS FOR PHYSICS	123456	-----F-	1320	1510	30	group																
PHYS151	1	FUNDAMENTALS OF PHYSICS I	123456	-M-W-F-	1040	1150	30	group																
PHYS151L	1	FUNDAMENTALS OF PHYSICS I lAB	123456	--T-R--	1000	1150	30	group																
PHYS182	1	EMERGING SCHOLARS PROGRAM	123456	-M-----	1800	2050	30	group																
PHYS251	1	FUNDAMENTALS OF PHYSICS III	123456	-M-W-F-	1040	1150	30	group																
PHYS251L	1	Fundamentals of Physics III LAB	123456	----R--	1300	1550	30	group																
PHYS462	1	QUANTUM MECHANICS	123456	--T-R--	1400	1550	30	group																
PHYS473	1	STATISTICAL MECHANICS:Statistical Mechanics	123456	--T-R--	1000	1150	30	group																
PHYS475	1	TOPICS IN APPLIED PHYSICS I:Atomic Physics	123456	-M-W-F-	1320	1430	30	group																
PHYS490	1	Senior Seminar in Physics:Particle Physics	123456	-M-W---	1440	1630	30	group																
POSC100	1	INTRO TO POLITICS	123456	-M-W-F-	1040	1150	30	group																
POSC100	2	INTRO TO POLITICS	123456	--T-R--	800	950	30	group																
POSC100	3	INTRO TO POLITICS	123456	--T-R--	1000	1150	30	group																
POSC200	1	SCOPE AND METHODS OF POLITICAL	123456	-M-W-F-	920	1030	30	group																
POSC200	2	SCOPE AND METHODS OF POLITICAL	123456	-M-W-F-	1040	1150	30	group																
POSC201	1	AMERICAN POLITICS	123456	-M-W---	1440	1630	30	group																
POSC252	1	COMPARATIVE POLITICS	123456	--T-R--	1400	1550	30	group																
POSC262	1	DEMOCRATIC POLITICAL THOUGHT	123456	--T-R--	1000	1150	30	group																
POSC269	1	INTERNATIONAL POLITICS	123456	--T-R--	1400	1550	30	group																
POSC315	1	POLICY EVALUATION	123456	--T-R--	1000	1150	30	group																
POSC317	1	POLITICS OF PEACE AND CONFLICT	123456	-M-W-F-	1200	1310	30	group																
POSC333	1	ASIAN POLITICS	123456	--T-R--	1800	1950	30	group																
POSC348	1	PARTIES & ELECTIONS	123456	--T-R--	1400	1550	30	group																
POSC353	1	CAPITAL PUNISHMENT	123456	--T-R--	800	950	30	group																
POSC366	1	LAW AND SOCIETY	123456	---W---	1635	1825	30	group																
POSC385	1	TOPICS IN POL SCI or PUB POLICY:Free & Fair Elections	123456	-M-W-F-	1200	1310	30	group																
POSC385	2	TOPICS IN POL SCI or PUB POLICY:Welfare Politics	123456	--T-R--	1200	1350	30	group																
POSC385	3	TOPICS IN POL SCI or PUB POLICY:Politics of Protest	123456	--T-R--	1200	1350	30	group																
POSC385	4	TOPICS IN POL SCI or PUB POLICY:Urban Politics in Comparative Pe	123456	--T-R--	1800	1950	30	group																
POSC385	5	TOPICS IN POL SCI or PUB POLICY:The Political Theory of Art	123456	--T-R--	1200	1350	30	group																
POSC419	1	AFRICAN-AMERICAN HISTORY IN US	123456	-M-W-F-	1040	1150	30	group																
POSC461	1	STUDIES IN AMERICAN POLITICS:Media & Public Opinion	123456	--T-R--	1000	1150	30	group																
POSC468	1	STUDIES:INTERNATIONAL RELATIONS	123456	--T-R--	1800	1950	30	group																
PHYC101	1	INTRO TO PSYCHOLOGY	123456	-M-W-F-	1040	1150	30	group																
PHYC101	2	INTRO TO PSYCHOLOGY	123456	-M-W-F-	920	1030	30	group																
PHYC101	3	INTRO TO PSYCHOLOGY	123456	-M-W-F-	800	910	30	group																
PHYC205	1	LEARNING AND COGNITION	123456	-M-W-F-	920	1030	30	group																
PHYC230	1	LIFESPAN DEVELOPMENT	123456	--T-R--	1000	1150	30	group																
PHYC230	2	LIFESPAN DEVELOPMENT	123456	-M-W-F-	1320	1430	30	group																
PHYC235	1	PHYSIOLOGICAL AND SENSORY PSYCH.	123456	-M-W-F-	920	1030	30	group																
PHYC235	2	PHYSIOLOGICAL AND SENSORY PSYCH.	123456	--T-R--	1200	1350	30	group																
PHYC250	1	SOCIAL PSYCHOLOGY	123456	-M-W-F-	1040	1150	30	group																
PHYC250	2	SOCIAL PSYCHOLOGY	123456	-M-W-F-	1200	1310	30	group																
PHYC280	1	COUNSELING THEORIES AND METHODS	123456	--T-R--	1400	1550	30	group																
PHYC301	1	PSYCHOLOGICAL STATISTICS	123456	--T-R--	800	950	30	group																
PHYC301	2	PSYCHOLOGICAL STATISTICS	123456	--T-R--	1000	1150	30	group																
PHYC301	3	PSYCHOLOGICAL STATISTICS	123456	--T-R--	1200	1350	30	group																
PHYC303	1	WRITING & RESEARCH METHODS	123456	-M-W---	1440	1630	30	group																
PHYC303	1	WRITING & RESEARCH METHODS	123456	-M-W---	1440	1630	30	group																
PHYC303	2	WRITING & RESEARCH METHODS	123456	--T-R--	1800	1950	30	group																
PHYC303	2	WRITING & RESEARCH METHODS	123456	--T-R--	1800	1950	30	group																
PHYC303	3	WRITING & RESEARCH METHODS	123456	-M-W-F-	1320	1430	30	group																
PHYC303	3	WRITING & RESEARCH METHODS	123456	-M-W-F-	1320	1430	30	group																
PHYC314	1	DRUGS BRAINS AND BEHAVIOR	123456	-M-W---	1800	1950	30	group																
PHYC322	1	BIOLOGICAL PSYCHOLOGY W/LAB	123456	-M-W-F-	920	1030	30	group																
PHYC322L	1	BIOLOGICAL PSYCHOLOGY LABORATORY	123456	---W---	1440	1630	30	group																
PHYC322L	2	BIOLOGICAL PSYCHOLOGY LABORATORY	123456	----R--	1400	1550	30	group																
PHYC324	1	COGNITIVE PSYCHOLOGY W/LAB	123456	-M-W-F-	1200	1310	30	group																
PHYC324L	1	COGNITIVE PSYCHOLOGY LABORATORY	123456	-M-----	1440	1630	30	group																
PHYC324L	2	COGNITIVE PSYCHOLOGY LABORATORY	123456	--T----	1400	1550	30	group																
PHYC330	1	DEVELOPMENTAL PSYCHOLOGY W/LAB	123456	--T-R--	1000	1150	30	group																
PHYC330L	1	DEVELOPMENTAL PSYCH LABORATORY	123456	--T----	1400	1550	30	group																
PHYC330L	2	DEVELOPMENTAL PSYCH LABORATORY	123456	----R--	1400	1550	30	group																
PHYC333	1	ADOLESCENCE	123456	-M-W---	1440	1630	30	group																
PHYC368	1	EDUCATIONAL PSYCHOLOGY	123456	--T-R--	1000	1150	30	group																
PHYC368	2	EDUCATIONAL PSYCHOLOGY	123456	--T-R--	1200	1350	30	group																
PHYC375	1	ABNORMAL PSYCHOLOGY	123456	--T-R--	1000	1150	30	group																
PHYC405	1	HISTORY & SYSTEMS OF PSYCHOLOGY	123456	-M-W---	1800	1950	30	group																
PHYC424	1	COGNITIVE PSYCHOLOGY	123456	-------	0	0	30	group																
PHYC424L	1	COGNITIVE PSYC LAB	123456	-------	0	0	30	group																
PHYC430	1	DEVELOPMENTAL PSYC W/LAB	123456	-------	0	0	30	group																
PHYC430L	1	DEVELOPMENTAL PSYC LAB	123456	-------	0	0	30	group																
PHYC474	1	PSYCHOLOGICAL ASSESSMENT	123456	--T-R--	1400	1550	30	group																
PHYC490	1	SENIOR SEMINAR	123456	-M-W---	1440	1630	30	group																
RELG110	1	INTRO TO THE STUDY OF RELIGIONS	123456	-M-W-F-	800	910	30	group																
RELG110	2	INTRO TO THE STUDY OF RELIGIONS	123456	-M-W-F-	920	1030	30	group																
RELG210	1	BIBLICAL FOUNDATIONS	123456	--T-R--	1200	1350	30	group																
RELG211	1	SPEAKING OF GOD: INTRO TO THEOLO	123456	-M-W-F-	1040	1150	30	group																
RELG221	1	INTRO TO ISLAMIC CIVILIZATION	123456	-M-W-F-	920	1030	30	group																
RELG301	1	DEATH AND DYING	123456	--T-R--	1400	1550	30	group																
RELG328	1	TOPICS IN RELIG AND PSYCH:Imagination/Memory/the Sacred	123456	--T-R--	1000	1150	30	group																
RELG350	1	RELIGION POLITICS AND MODERNIT	123456	-M-W-F-	1320	1430	30	group																
RELG352	1	SOUTH ASIAN PHIL & RELIGION	123456	--T-R--	1200	1350	30	group																
RELG380	1	TOPICS IN RELIGIOUS STUDIES:Perpetrators/Victims/Bystanders	123456	--T-R--	1800	1950	30	group																
RELG380	2	TOPICS IN RELIGIOUS STUDIES:Perpetrators/Victims/Bystanders	123456	--T-R--	1800	1950	30	group																
RELG402	1	PHIL OF RELIGION	123456	--T-R--	1800	1950	30	group																
SOCI101	1	INTRO TO SOCIOLOGY	123456	-M-W-F-	920	1030	30	group																
SOCI101	2	INTRO TO SOCIOLOGY	123456	-M-W-F-	1040	1150	30	group																
SOCI201	1	SOCIAL STATISTICS	123456	-M-W-F-	1200	1310	30	group																
SOCI312	1	ECONOMIC SOCIOLOGY	123456	-M-W---	1440	1630	30	group																
SOCI316	1	SOCI OF CHILDREN AND CHILDHOOD	123456	--T-R--	1400	1550	30	group																
SOCI323	1	ENTREPRENEURSHIP	123456	--T-R--	1000	1150	30	group																
SOCI350	1	SOCIOLOGICAL THEORY	123456	-M-W-F-	1320	1430	30	group																
SOCI351	1	SOCIOLOGY OF DEVIANCE	123456	--T-R--	1800	1950	30	group																
SOCI355	1	DEMOGRAPHY	123456	--T-R--	1200	1350	30	group																
SOCI385	1	RESEARCH METHODS	123456	--T-R--	1000	1150	30	group																
THMS130	1	IDEA INTO PERFORMANCE	123456	--T-R--	1000	1150	30	group																
THMS170	1	STAGECRAFT	123456	--T-R--	1200	1350	30	group																
THMS220	1	INTRO FILM AND MEDIA STUDIES	123456	--T-R--	1400	1550	30	group																
THMS221	1	FILM/MEDIA PRODUCTION MODES	123456	-M-W---	1800	1950	30	group																
THMS228	1	MEDIA PRODUCTION I	123456	-M-W---	1440	1630	30	group																
THMS230	1	ACTING I	123456	--T-R--	1200	1350	30	group																
THMS250	1	MOVEMENT I	123456	--T-R--	1000	1150	30	group																
THMS251	1	INTRO TRAD AFRICAN DANCE	123456	-M-W---	1440	1630	30	group																
THMS255	1	MODERN DANCE I	123456	-M-W-F-	1040	1150	30	group																
THMS260	1	TOPICS IN DANCE/MOVEMENT:Occupied Bodies:Perform Impo Mov	123456	--T-R--	1400	1550	30	group																
THMS325	1	DOCUMENTARY PRACTICES	123456	--T-R--	1000	1150	30	group																
THMS340	1	DIRECTING FOR THE STAGE	123456	-M-W---	1440	1630	30	group																
THMS346	1	SCREENWRITING	123456	--T-R--	1200	1350	30	group																
THMS422	1	HORROR FILM	123456	-M-W---	1440	1630	30	group																
THMS460	1	ADV TOPICS IN DANCE/MOVEMENT:Occupied Bodies:Perform Impo Mov	123456	--T-R--	1400	1550	30	group																
THMS480	1	ADVANCED TOPICS IN PRODUCTION:Fashion History and Feminism	123456	--T-R--	1400	1550	30	group																
WGSX220	1	WOMEN GENDER & SEXUALITY STUDIES	123456	--T-R--	1800	1950	30	group																
